,index,tweet,mark
643,769,Delays on I-80 eastbound between Exit 37 - CR 513/Hibernia Ave (Rockaway Twp) and Exit 39 - NJ 53 (Denville Twp) delays due to volume   ,1
2140,2701,Delays on I-287 northbound between Exit 1 - US 1 (Edison Twp) and Exit 4 - Durham Rd (South Plainfield) delays due to volume   ,1
4368,5711,Delays on NJ 31 northbound approaching Titus Mill Rd (Hopewell Twp) delays due to volume   ,1
333,383,Delays on I-80 eastbound between Exit 27 - NJ 183/US 206 (Roxbury Twp) and Exit 30 - Howard Blvd (Mount Arlington) delays due to volume   ,1
2176,2739,Delays on I-280 westbound between West of Exit 12 - Garden State Parkway (East Orange) and West of Exit 10 - Northfield Ave/CR 508 (West Orange Twp) delays due to an incident   ,1
3838,4939,Crash on George Washington Bridge eastbound at New Jersey Side/Upper Level (Fort Lee) right center lane blocked   ,1
3628,4668,Delays on New Jersey Turnpike - Eastern Spur outside exit Interchange 15E - US 1&9 (Newark) due to delays on US 1&9   ,1
5811,7365,"Hi Paul, thank you for the alert. I have forwarded this information to the proper department for further investigation. - DK",1
2747,3575,"Construction, construction on I-295 both directions between Exit 26N - I-76/I-676 (Bellmawr) and Exit 28 - NJ 168/Black Horse Pike (Bellmawr) traffic shift until further notice use caution   ",1
975,1190,Delays on I-280 eastbound between West of Exit 9 - Pleasant Avenue/CR 660 (West Orange Twp) and Exit 12 - Garden State Parkway (East Orange) delays due to volume   ,1
3591,4630,Disabled bus on New Jersey Turnpike - Eastern Spur northbound South of Interchange 15E - US 1&9 (Newark) all lanes open   ,1
2688,3498,"Heavy traffic on NJ 55 northbound Exit 56 - NJ 47 (Deptford Twp) to NJ 42 (Deptford Twp) delays due to an incident on route I-76 westbound, major delays   ",1
6197,7790,"Bus Route No. 89, the 3:20 pm departure from North Bergen to West New York did not operate today due to a mechanical problem in North Bergen.",1
2753,3589,Crash on Garden State Parkway southbound North of Exit 131 -A - Wood Avenue South (Woodbridge Twp) all lanes open to traffic   ,1
2829,3715,Crash on I-76 westbound East of Exit 1C - CR 634/Market St (Gloucester City) right shoulder use caution   ,1
182,204,Delays on I-287 southbound between Exit 6 - CR 665/Washington Ave (Piscataway Twp) and Exit 4 - Durham Rd (South Plainfield) delays due to volume   ,1
1324,1626,Delays on NJ 55 northbound approaching NJ 42 (Deptford Twp) delays due to volume   ,1
2013,2556,Crash on New Jersey Turnpike inner roadway southbound North of Interchange 11 - Garden State Parkway (Woodbridge Twp) all lanes open to traffic   ,1
3058,3978,Delays on Lincoln Tunnel eastbound from New Jersey. (New York) The travel time is 40 minutes from New Jersey Turnpike Exit 16E to the New York side   ,1
1747,2229,Delays on George Washington Bridge eastbound from New Jersey Side/Upper Level Toll Plaza (Fort Lee) . The travel time is 15 minutes from Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
194,216,Delays on Holland Tunnel westbound from (New York) . The travel time from the New York side is 15 minutes to New Jersey Turnpike Exit 14C and 20 minutes to New Jersey 139 at Tonnelle Circle   ,1
4061,5257,Delays on George Washington Bridge westbound from New York Side/Lower Level (Manhattan) . Travel time of 15 minutes on the Cross Bronx Expressway at Jerome Avenue to Interstate 95 at Interstate 80   ,1
310,358,Delays on I-295 northbound Exit 52 - Columbus Rd (Mansfield Twp) to Exit 60 - I-195/NJ 129 (Hamilton Twp) delays due to volume   ,1
121,140,Delays on I-287 northbound between Exit 7 - South Randolphville Rd (Piscataway Twp) and Exit 12 - CR 623 (Franklin Twp) delays due to volume   ,1
2307,3037,Delays on Garden State Parkway southbound North of Exit 148 - John F Kennedy Dr North (Bloomfield) to Exit 145 - I-280 (East Orange) 2 mile delay due to volume   ,1
1341,1649,Delays on NJ 24 westbound between East of Exit 1 - CR 511/Whippany Rd (Morris Twp) and I-287 (Hanover Twp) delays due to volume   ,1
3629,4669,Delays on George Washington Bridge eastbound from New Jersey Side/Upper Level Toll Plaza (Fort Lee) . The travel time is 20 minutes from Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
2132,2693,Delays on I-295 northbound approaching Exit 67 - US 1 (Lawrence Twp) delays due to volume   ,1
4785,6180,Delays on I-76 westbound Exit 1A - NJ 42/I-295 (Bellmawr) to Walt Whitman Bridge (Gloucester City) delays due to volume   ,1
3279,4269,Delays on Garden State Parkway southbound North of Exit 132 - NJ 27 (Woodbridge Twp) to Exit 130B-A - US 1 (Woodbridge Twp) 1 1/2 mile delay due to volume   ,1
3108,4033,Delays on New Jersey Turnpike - Hudson County Extension westbound East of Interchange 14C - Toll Plaza (Jersey City) to East of Newark Bay Bridge (Bayonne) 1 mile delay due to volume   ,1
3663,4708,"Construction, construction on I-295 both directions between Exit 26N - I-76/I-676 (Bellmawr) and Exit 28 - NJ 168/Black Horse Pike (Bellmawr) traffic shift until further notice use caution   ",1
4752,6147,Delays on I-295 northbound exiting at Exit 67 - US 1 (Lawrence Twp) delays due to volume   ,1
5945,7508,"Update: NEC train  3861, the 4:49pm from Newark Penn Station is up to 15 min. late due to earlier mechanical problems.",1
3481,4515,Delays on I-78 eastbound between Exit 16 - NJ 31 North (Clinton Twp) and Exit 18 - US 22 (Clinton Twp) delays due to volume   ,1
1185,1454,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 15 minutes from New Jersey Turnpike Exit 14C and 20 minutes from New Jersey 139 at Tonnelle Circle   ,1
5382,6898,"Good evening, NJCL train  3285, the 8:41pm from PSNY is up to 20 min. late due to equipment availability. - DK",1
664,790,Delays on I-295 southbound South of Exit 29 - US 30 (Haddon Heights) to Exit 28 - NJ 168/Black Horse Pike (Bellmawr) delays due to volume   ,1
3561,4599,Delays on NJ 24 westbound between Exit 7 - NJ 124/JFK Parkway (Millburn Twp) and West of Exit 7 - NJ 124/JFK Parkway (Florham Park) delays due to volume   ,1
294,336,Delays on I-76 westbound Exit 1A - NJ 42/I-295 (Bellmawr) to Walt Whitman Bridge (Gloucester City) delays due to volume   ,1
3354,4345,Delays on I-76 eastbound from Walt Whitman Bridge (Gloucester City) to Exit 1A - NJ 42/I-295 (Bellmawr) delays due to volume   ,1
5321,6830,"M&E train  0402, the 5:10am from Gladstone is cancelled due to engineer availability. Customers to train  0404, the 5:41am from Gladstone making additional stops.",1
5948,7511,"Bus Route No. 165, the 4:44 pm departure from Westwood to PABT currently disabled and awaiting mechanical assistances in Westwood.",1
5850,7408,"Take  between North Jersey and New York via the  George Washington Bridge Bus Station, and an easy connection to the A Train on the  can get you to Midtown in about 25 minutes.pic.twitter.com/GRyNqJnb2n",1
4856,6322,"PVL train  1632, the 3:46pm from Spring Valley is subject up to 15 min. delay due to mechanical problems.",1
2508,3264,Delays on New Jersey Turnpike - Eastern Spur southbound Interchange 18E - I-80/US 46/George Washington Bridge (Secaucus) to Interchange 15X - Secaucus Train Station (Secaucus) 1 1/2 mile delay due to volume   ,1
4823,6274,Delays on George Washington Bridge westbound from New York Side/Lower Level (Manhattan) . Travel time of 15 minutes on the Cross Bronx Expressway at Jerome Avenue to Interstate 95 at Interstate 80   ,1
923,1125,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 20 minutes from New Jersey Turnpike Exit 14C and 20 minutes from New Jersey 139 at Tonnelle Circle   ,1
1545,1941,Delays on George Washington Bridge eastbound from New Jersey Side/Upper Level Toll Plaza (Fort Lee) . The travel time is 20 minutes from Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
1146,1392,Crash on Garden State Parkway southbound South of Exit 138 - CR 509 (Kenilworth) right lane blocked   ,1
5862,7420,"Bus Route Nos. 507/508/509 will operate via Franklin Avenue, Blackhorse Pike, Route 9/New Road and Atlantic City Expressway due to flooding conditions on Blackhorse Pike between Franklin Avenue to Exit 2 of the Atlantic City Expressway.",1
5635,7183,"Hi, You can also visit the nearest customer service center or contact customer service directly at (973) 275-5555 from 8:30am-5:00pm daily. -DK",1
181,203,Delays on I-80 westbound East of Exit 39 - NJ 53 (Parsippany-Troy Hills Twp) to Exit 37 - CR 513/Hibernia Ave (Rockaway Twp) delays due to volume   ,1
3975,5168,Delays on I-76 eastbound from Exit 2 - I-676 (Camden) to Exit 1A - NJ 42/I-295 (Bellmawr) delays due to volume   ,1
3166,4093,Delays on I-295 northbound Exit 23 - US 130 (West Deptford Twp) to Exit 26N - I-76/I-676 (Bellmawr) delays due to volume   ,1
1583,2001,Delays on NJ 42 northbound Exit 12 - NJ 41 (Deptford Twp) to I-295 (Bellmawr) delays due to volume   ,1
2794,3669,Delays on I-295 southbound from Exit 30 - Warwick Rd (Lawnside) to Exit 26S - NJ 42/I-76/I-676 (Bellmawr) delays due to volume   ,1
3905,5043,Delays on Garden State Parkway southbound Exit 147 - Clinton Ave (East Orange) to South of Exit 145 - I-280 (East Orange) 1 1/2 mile delay   ,1
1573,1990,Delays on New Jersey Turnpike inner and outer roadways northbound North of Interchange 13A - Newark Liberty International Airport/US 1&9 (Elizabeth) to Interchange 14 - I-78/US 1&9 (Newark) 2 1/2 mile delay due to roadwork   ,1
4133,5336,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 60 minutes from New Jersey Turnpike Exit 14C and 65 minutes from New Jersey 139 at Tonnelle Circle   ,1
3567,4605,Crash on Garden State Parkway northbound South of Raritan Toll Plaza (Sayreville) all lanes open   ,1
1662,2089,Delays on NJ 42 northbound Exit 12 - CR 544/Clements Bridge Rd (Deptford Twp) to I-295 (Bellmawr) delays due to volume   ,1
585,709,Delays on Lincoln Tunnel eastbound from New Jersey. (New York) The travel time is 40 minutes from New Jersey Turnpike Exit 16E to the New York side   ,1
6043,7623,NEC train  3126 the 8:17am from Secaucus is up to 15 min. late due to a signal issue.,1
4727,6115,Crash and Overturned vehicle on New Jersey Turnpike inner roadway northbound South of Interchange 13 - I-278/Goethals Bridge (Linden) right shoulder blocked   ,1
3473,4507,Delays on I-295 northbound Exit 61 - Arena Dr (Hamilton Twp) to Exit 67 - US 1 (Lawrence Twp) delays due to volume   ,1
5115,6606,"Bus Route No. 70, the 9:01 pm departure from Livingston Mall to NPS will operate with a delay of 15 minutes due to a police incident in Summit.",1
3442,4462,Delays on New Jersey Turnpike inner and outer roadways northbound North of Interchange 13 - I-278/Goethals Bridge (Elizabeth) to North of Interchange 14 - I-78/US 1&9 (Newark) 5 mile delay due to volume   ,1
1814,2300,Delays on NJ 24 eastbound between Exit 8 - Summit Ave/NJ 124 (Millburn Twp) and I-78 (Springfield Twp) delays due to volume   ,1
1160,1421,Crash on Garden State Parkway northbound South of Atlantic City Service Area (Galloway Twp) all lanes open to traffic   ,1
1132,1362,Delays on I-78 eastbound approaching New Jersey Turnpike Toll Plaza (Newark) delays due to volume   ,1
2297,3027,Delays on NJ 42 southbound from I-295 (Bellmawr) to Exit 12 - CR 544/Clements Bridge Rd (Deptford Twp) delays due to volume   ,1
4707,6095,Delays on I-295 northbound Exit 24 - NJ 45 (West Deptford Twp) to Exit 26N - I-76/I-676 (Bellmawr) delays due to volume   ,1
3788,4874,Disabled vehicle on Holland Tunnel westbound (New York) all lanes temporarily blocked   ,1
3454,4480,Delays on Lincoln Tunnel eastbound from New Jersey. (New York) The travel time is 50 minutes from New Jersey Turnpike Exit 16E to the New York side   ,1
320,369,Delays on I-78 eastbound between West of Exit 54 - Winans Ave/Paine Ave (Hillside Twp) and Exit 56 - Elizabeth Ave (Newark) delays due to volume   ,1
711,837,Delays on I-80 eastbound between Exit 28 - CR 631/US 46 (Roxbury Twp) and Exit 34 - NJ 15 (Wharton) delays due to volume   ,1
1359,1680,Disabled vehicle on New Jersey Turnpike - Hudson County Extension eastbound West of Interchange 14A - NJ 440/Bayonne Bridge (Bayonne) left lane blocked   ,1
5949,7512,"Bus Route No. 161, the 5:33 pm arrival into PABT currently delayed due to a motor vehicle accident in Paterson.",1
1995,2536,Delays on I-280 westbound between Exit 16E - Essex St (Harrison) and Exit 14E - King St (Newark) delays due to volume   ,1
3291,4281,Delays on Holland Tunnel westbound from (New York) . The travel time from the New York side is 15 minutes to New Jersey Turnpike Exit 14C and 20 minutes to New Jersey 139 at Tonnelle Circle   ,1
2388,3124,Delays on I-78 westbound between East of Exit 29 - I-287/US 202/US 206 (Bridgewater Twp) and Exit 26 - CR 665/Rattlesnake Bridge Rd (Bedminster Twp) delays due to volume   ,1
1243,1514,"Congratulations to all the  RunTheBridge participants! 2,000+ people trekked across the  BenFranklinBridge this morning for a good cause. Special thanks to all the volunteers who helped make this annual event possible.  RTB4Larc  DRPA  StewardshipServiceCommunitypic.twitter.com/Yp2fnq206K",1
4283,5532,Delays on New Jersey Turnpike - Eastern Spur northbound exiting at Interchange 16E - NJ 3/Lincoln Tunnel (Secaucus) due to volume   ,1
389,445,Disabled tractor trailer on Lincoln Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Weehawken Twp) right lane blocked   ,1
2743,3568,Delays on I-78 eastbound approaching New Jersey Turnpike Toll Plaza (Newark) delays due to volume   ,1
2578,3372,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 20 minutes from New Jersey Turnpike Exit 14C and 20 minutes from New Jersey 139 at Tonnelle Circle   ,1
4625,6006,Delays on I-676 northbound approaching Exit 5B - Linden St/N. 8th St (Camden) delays due to volume   ,1
5341,6853,"RVL train  5510, the 8:14am from Raritan is cancelled due to engineer availability. Customers to train  5514, the 10:14am from Raritan.",1
4864,6332,NJ TRANSIT rail service is operating on or close to schedule with residual delays to trains already enroute following an earlier Amtrak overhead power issue.,1
2799,3674,Delays on Lincoln Tunnel eastbound from New Jersey. (New York) The travel time is 30 minutes from New Jersey Turnpike Exit 16E to the New York side   ,1
2407,3147,Delays on NJ 24 westbound between Exit 1 - CR 511/Whippany Rd (Morris Twp) and I-287 (Hanover Twp) delays due to volume   ,1
2727,3550,"Heavy traffic on NJ 55 northbound approaching NJ 42 (Deptford Twp) delays due to an incident on route 42 northbound, use caution   ",1
5556,7094,"Hi Morgan, thank you for the alert. I have forwarded this information to our rail department for further investigation. - DK",1
1218,1488,Delays on George Washington Bridge eastbound from New Jersey Side/Lower Level Toll Plaza (Fort Lee) . The travel time is 20 minutes on Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
1732,2214,Delays on I-676 southbound from North of Exit 3 - Morgan Blvd (Camden) to I-76 (Gloucester City) delays due to volume   ,1
2405,3144,Delays on NJ 24 westbound between Exit 1 - CR 511/Whippany Rd (Morris Twp) and I-287 (Hanover Twp) delays due to volume   ,1
4392,5736,Delays on I-195 both directions from Exit 5 - US 130 (Hamilton Twp) to Exit 6 - New Jersey Turnpike (Robbinsville) delays due to volume   ,1
3342,4333,Delays on NJ 42 northbound approaching Exit 9A - CR 706/Coles Rd (Gloucester Twp) delays due to volume   ,1
3781,4865,Crash on New Jersey Turnpike - Western Spur northbound North of Interchange 15W - I-280 (Kearny) all lanes open to traffic - vehicle off roadway on right shoulder   ,1
5157,6649,"NEC train  3727, the 5:58pm from NPS, is up to 35 min. late due to earlier mechanical problems.",1
4888,6357,"Bus Route No. 175, the 1:10pm departure from Ridgewood to New York GWB Bus Terminal did not operate due to operator availability.",1
155,175,Delays on I-295 southbound from Exit 32 - CR 561/Haddonfield Berlin Rd (Cherry Hill Twp) to Exit 26S - NJ 42/I-76/I-676 (Bellmawr) delays due to volume   ,1
2205,2827,"Construction, construction on NJ 42 southbound from Exit 12 - NJ 41 (Deptford Twp) to Exit 10B - CR 681/Lower Landing Rd (Gloucester Twp) traffic shift New traffic pattern. Roadway divides. until further notice   ",1
2092,2639,Delays on George Washington Bridge eastbound from New Jersey Side/Lower Level Toll Plaza (Fort Lee) . The travel time is 25 minutes on Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
1446,1823,Crash on NJ 495 westbound area of Pleasant Avenue (Weehawken Twp) 2 lanes blocked   ,1
4350,5693,Crash on New Jersey Turnpike - Eastern Spur outer roadway southbound North of Southern Mixing Bowl (Newark) left lane blocked   ,1
2866,3752,Delays on NJ 29 both directions approaching Thunder Rd/Cass St (Trenton) delays due to volume   ,1
5298,6806,"NEC train  3821, the 7:14am from PSNY is up to 20 min. late due to equipment availability.",1
4141,5346,Delays on I-295 southbound North of Exit 28 - NJ 168/Black Horse Pike (Haddon Heights) to Exit 26S - NJ 42/I-76/I-676 (Bellmawr) delays due to volume   ,1
2492,3246,Delays on Garden State Parkway southbound North of Exit 148 - John F Kennedy Dr North (Bloomfield) to North of Exit 144 - CR 510 (Newark) 3 mile delay due to volume   ,1
2299,3029,Delays on NJ 42 southbound approaching CR 639/Ganttown Rd (Washington Twp) delays due to volume   ,1
3917,5076,Delays on Garden State Parkway northbound exiting at Exit 145 - I-280 (East Orange) 1 mile delay due to volume   ,1
3844,4945,Disabled vehicle on Garden State Parkway local lanes northbound North of Exit 120 - Laurence Harbor (Old Bridge Twp) right lane blocked   ,1
4581,5942,Delays on Garden State Parkway southbound entering at Exit 145 - I-280 (East Orange) due to volume   ,1
1409,1784,Delays on I-76 eastbound from Exit 2 - I-676 (Camden) to Exit 1A - NJ 42/I-295 (Bellmawr) delays due to volume   ,1
2047,2590,Delays and Earlier Incident on I-80 eastbound between Exit 28 - CR 631/US 46 (Roxbury Twp) and Exit 37 - CR 513/Hibernia Ave (Rockaway Twp) delays due to volume   ,1
2985,3882,"Construction, construction on I-195 westbound ramp to southbound I-295 (Hamilton Twp) traffic shift until 11:59 P.M. on October 31, 2019 use caution   ",1
1605,2026,Delays on Lincoln Tunnel eastbound from New Jersey. (New York) The travel time is 35 minutes from New Jersey Turnpike Exit 16E to the New York side   ,1
1878,2377,Delays on New Jersey Turnpike - Eastern Spur outside exit Interchange 15E - US 1&9 (Newark) due to delays on US 1&9   ,1
4736,6126,Minor delays on I-295 northbound approaching Exit 26N - I-76/I-676 (Bellmawr) delays due to volume   ,1
3476,4510,Delays on US 1 southbound ramp to northbound I-295 (Lawrence Twp) delays due to volume   ,1
3325,4316,Delays on NJ 31 northbound from West Delaware Av (Pennington) to Titus Mill Rd (Hopewell Twp) delays due to volume   ,1
4407,5756,Delays on I-76 eastbound from Walt Whitman Bridge (Gloucester City) to Exit 1A - NJ 42/I-295 (Bellmawr) delays due to volume   ,1
4529,5889,Delays on I-287 northbound between Exit 8 - Possumtown Rd (Piscataway Twp) and Exit 12 - CR 623 (Franklin Twp) delays due to volume   ,1
1099,1328,Delays on New Jersey Turnpike - Eastern Spur exiting at Interchange 16E - NJ 3/Lincoln Tunnel (Secaucus) due to volume   ,1
2393,3129,Delays on US 1 southbound from North of Quaker Bridge Rd (West Windsor Twp) to Franklin Corner Rd/Bakers Basin Rd (Lawrence Twp) delays due to volume   ,1
673,799,Delays on Garden State Parkway northbound Exit 150 - Hoover Avenue (Bloomfield) to Exit 153A - NJ 3 (Clifton) 3 mile delay due to volume   ,1
1979,2518,Delays on I-295 southbound Exit 30 - Warwick Rd (Lawnside) to Exit 28 - NJ 168/Black Horse Pike (Bellmawr) delays due to volume   ,1
2408,3148,Delays on I-280 westbound between Exit 16E - Essex St (Harrison) and Exit 14W - Clifton Av (Newark) delays due to volume   ,1
3805,4904,Crash on George Washington Bridge eastbound at New Jersey Side/Upper Level Toll Plaza (Fort Lee) 1 lane blocked at tolls   ,1
5117,6608,"Bus Route No. 70, the 9:01 pm departure from Livingston Mall to NPS currently delayed due to a police incident in Summit.",1
4898,6367,Five lucky winners will receive a free monthly pass or a $100 gift card! Take our Customer Satisfaction Survey and be entered to win today.  pic.twitter.com/b5IU7eRpi1,1
2621,3424,Delays on Garden State Parkway northbound exiting at Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) due to volume   ,1
1017,1236,Delays on I-287 southbound between North of Exit 14 - US 22 (Bridgewater Twp) and Exit 14 - US 22 (Bridgewater Twp) delays due to volume   ,1
3973,5166,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 20 minutes from New Jersey Turnpike Exit 14C and 20 minutes from New Jersey 139 at Tonnelle Circle   ,1
263,301,Delays on I-295 northbound Exit 65 - CR 649/Sloan Ave (Hamilton Twp) to Exit 67 - US 1 (Lawrence Twp) delays due to volume   ,1
289,331,Delays on NJ 55 northbound South of Exit 58 - Deptford Center Rd (Deptford Twp) to NJ 42 (Deptford Twp) delays due to volume   ,1
854,1040,Crash on Garden State Parkway northbound South of Exit 77 - Berkeley (Berkeley Twp) 2 Right Lanes blocked   ,1
3586,4624,Delays on I-80 eastbound between Exit 26 - US 46 (Mount Olive Twp) and Exit 30 - Howard Blvd (Mount Arlington) delays due to volume   ,1
1155,1415,Delays on George Washington Bridge eastbound from New Jersey Side/Lower Level Toll Plaza (Fort Lee) . The travel time is 25 minutes on Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
1652,2079,Delays on NJ 42 northbound Exit 12 - NJ 41 (Deptford Twp) to I-295 (Bellmawr) delays due to volume   ,1
5063,6547,"Good morning Ed, can you please provide us with your four-digit train number and car number? - MM",1
456,553,Delays on Garden State Parkway southbound South of Exit 135 - Central Ave (Clark Twp) to Exit 130B-A - US 1 (Woodbridge Twp) 4 mile delay due to volume   ,1
1798,2282,Delays on I-76 eastbound from Walt Whitman Bridge (Gloucester City) to Exit 1A - NJ 42/I-295 (Bellmawr) delays due to volume   ,1
5066,6551,"MOBO train  6227, the 9:40am from Bay Street, is up to 15 min. late due to earlier congestion resulting from an Amtrak track condition near Secaucus.",1
1752,2235,Delays on I-80 westbound between West of Exit 42 - US 202/Littleton Rd (Parsippany-Troy Hills Twp) and Exit 34 - NJ 15 (Wharton) delays due to volume   ,1
2624,3428,Delays on New Jersey Turnpike - Eastern Spur exclusive bus lane northbound Interchange 16E - NJ 3/Lincoln Tunnel (Secaucus) due to volume   ,1
2168,2731,Delays on NJ 42 northbound Exit 9A - CR 706/Coles Rd (Gloucester Twp) to I-295 (Bellmawr) delays due to volume   ,1
3213,4145,Delays on I-287 northbound between Exit 9 - CR 622/River Rd (Piscataway Twp) and Exit 12 - CR 623 (Franklin Twp) delays due to volume   ,1
2368,3104,Delays on Lincoln Tunnel westbound from New York (Manhattan) . The travel time is 15 minutes from the New York side to New Jersey Turnpike Exit 16E   ,1
2822,3704,Delays on I-195 eastbound from East of Exit 11 - CR 524 (Upper Freehold Twp) to Exit 16 - CR 537/Great Adventure (Jackson Twp) delays due to an incident on the westbound side   ,1
109,128,Delays on US 1 northbound from South of Meadow Rd (West Windsor Twp) to Washington Rd (West Windsor Twp) delays due to volume   ,1
375,430,Delays on I-280 eastbound between Exit 12 - Garden State Parkway (East Orange) and Exit 16E - Essex St (Harrison) delays due to volume   ,1
4912,6381,"M&E train  420, the 11:41am from Summit, is up to 10 min. late due to earlier congestion from train  415.",1
5993,7565,"MBPJ train  0045, the 10:58am from Sloatsburg, is up to 15 min. late due to earlier congestion from late train  0058 resulting from Metro North track maintenance.",1
867,1053,Delays on US 206 southbound approaching Eggert Crossing Rd (Lawrence Twp) delays due to volume   ,1
3910,5056,Crash on Garden State Parkway southbound Exit 147 - Clinton Ave (East Orange) left lane blocked   ,1
3124,4050,Delays on I-80 westbound approaching Exit 47A - I-280 (Parsippany-Troy Hills Twp) delays due to volume   ,1
2504,3260,Delays on US 1 southbound approaching Harrison St (West Windsor Twp) delays due to volume   ,1
162,182,Delays on Lincoln Tunnel eastbound from New Jersey. (New York) The travel time is 20 minutes from New Jersey Turnpike Exit 16E to the New York side   ,1
1038,1259,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 30 minutes from New Jersey Turnpike Exit 14C and 30 minutes from New Jersey 139 at Tonnelle Circle   ,1
4177,5384,Police department activity on Holland Tunnel eastbound New York Side - South Tube (Manhattan) right lane blocked   ,1
5424,6943,"In 4.5 years with SSP, he assisted over 3,000 motorists & compiled over 825 commendations from drivers he helped. He was a husband, father & admired coworker. We will never forget the sacrifice Joe made & will continue to spread the message of  SLOWDOWN,  MOVEOVER in his memory.",1
3222,4154,Delays on I-295 northbound Exit 25 - NJ 47/Delsea Dr (Westville) to Exit 26N - I-76/I-676 (Bellmawr) delays due to volume   ,1
5457,6980,NJCL train  2608 the 8:24am from South Amboy is up to 15 min. late due to Raritan River bridge issue.,1
2099,2648,"Construction, curb work on I-80 westbound between Exit 68 - New Jersey Turnpike/I-95 (Teaneck Twp) and Exit 64 - Summit Ave/NJ 17 (Hackensack) right shoulder cancelled until 3:00 P.M.   ",1
5064,6549,"M&E train  6317, the 9:40am from Newark Broad Street, is up to 15 min. late due to earlier congestion resulting from an Amtrak track condition near Secaucus.",1
5848,7405,"Bus Route No. 66V, the 12:14pm arrival into Union College did not operate from Newark Penn Lanes due to an earlier mechanical problem.",1
9,13,Earlier Incident and Heavy traffic on I-78 westbound approaching Exit 44 - CR 527/Glenside Ave (Berkeley Heights Twp) 15-20 minute delay   ,1
6272,7879,"Good evening, thank you for the alert. I have forwarded this information to our rail department for further investigation. - DK",1
6250,7849,M&E train  6307 the 7:01am from Newark Broad Street is up to 15 min. late due to a signal issue.,1
1022,1241,Delays and Sun glare on I-295 northbound South of Exit 29 - US 30 (Haddon Heights) to Exit 30 - Warwick Rd (Lawnside) delays due to volume   ,1
4302,5554,Delays on George Washington Bridge eastbound from New Jersey Side/Lower Level Toll Plaza (Fort Lee) . The travel time is 25 minutes on Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
341,392,Minor delays and Sun glare on I-295 northbound Exit 29 - US 30 (Barrington) to North of Exit 32 - CR 561/Haddonfield Berlin Rd (Cherry Hill Twp) delays due to volume   ,1
5768,7321,Bus service to PABT is on or close to schedule following an earlier disabled vehicle located in the center tube of the Lincoln Tunnel.,1
1794,2278,Delays on George Washington Bridge westbound from New York Side/Lower Level (Manhattan) . Travel time of 15 minutes on the Cross Bronx Expressway at Jerome Avenue to Interstate 95 at Interstate 80   ,1
3929,5114,"Construction, construction on NJ 31 both directions South of CR 546/Washington Crossing Pennington Rd (Hopewell Twp) to North of CR 579/Harbourton Rd (East Amwell Twp) traffic shift until 6:00 A.M.   ",1
1137,1368,Crash on Garden State Parkway southbound South of Exit 143 - NJ 124 (Irvington Twp) all lanes open to traffic   ,1
412,468,Delays on I-76 westbound Exit 1A - NJ 42/I-295 (Bellmawr) to Walt Whitman Bridge (Gloucester City) delays due to volume   ,1
5347,6859,"Hi Bruce, buses will replace Montclair-Boonton Line trains between Glen Ridge and Bay Street stations to support the Bloomfield Avenue bridge-replacement project. Follow the link for more information.-WW   ",1
1172,1440,Delays on George Washington Bridge eastbound from New Jersey Side/Upper Level Toll Plaza (Fort Lee) . The travel time is 40 minutes from Interstate 95 at Interstate 80 to the Alexander Hamilton Bridge   ,1
2622,3426,Crash on Garden State Parkway southbound Exit 142B - I-78 West (Irvington Twp) right lane blocked   ,1
421,478,Delays on Holland Tunnel eastbound from New Jersey (New York) . The travel time to the New York side is 25 minutes from New Jersey Turnpike Exit 14C and 25 minutes from New Jersey 139 at Tonnelle Circle   ,1
4929,6400,"Hi John, our rail operations have been made aware of this, and are working to resolve this matter. - MM",1
6100,7684,"ACRL train  4671, the 11:05am from Egg Harbor City, is up to 25 min. late due to wheel slip.",1
2347,3083,Delays on NJ 33 eastbound approaching CR 526/Robbinsville Edinburg Rd (Robbinsville) delays due to volume   ,1
2658,3466,Delays on I-287 southbound between South of Exit 52 - NJ 23 (Kinnelon) and Exit 44 - US 202 (Boonton) delays due to volume   ,1
2989,3890,"Emergency construction, emergency repairs on Atlantic City Expressway eastbound exiting at Exit 38 - CR 536 (Winslow Twp) , Expect Delays or seek Alternate Route   ",1
5268,6772,"RVL train  5719, the 10:29am from Westfield, is up to 10 min. late due to track maintenance.",1
6353,7969,UPDATE: Rt 38 ALL LANES REOPENED at CR 625/Longwood Av in Cherry Hill,1
